,All,Region 1,Region 2,Region 3,Region 4,Region 5,Region 6,Region 7,Region 8,Region 9,Region 10
21,2.47799,0.135401,0.07164970000000001,0.224142,0.210114,0.23376800000000003,0.50068,0.21015100000000003,0.207961,0.335501,0.253366
22,1.65732,0.0664226,0.183647,0.226006,0.170601,0.102118,0.267351,0.126723,0.184056,0.152452,0.289543
23,1.96952,0.0456624,0.256172,0.23920499999999997,0.136966,0.22121400000000002,0.281254,0.055083599999999996,0.1008,0.21371199999999999,0.264696
24,1.58545,0.023078099999999997,0.345004,0.214617,0.12468699999999999,0.17699499999999999,0.164111,0.10286900000000002,0.107433,0.0720646,0.218053
25,1.80474,0.0179348,0.703319,0.196565,0.172774,0.111101,0.0245826,0.0100841,0.0,0.150724,0.16597900000000002
26,1.04624,0.0170639,0.30554000000000003,0.19682,0.0732376,0.090138,0.00794589,0.026031500000000003,0.0922618,0.07419210000000001,0.162918
27,1.4004,0.012842300000000001,0.5392710000000001,0.186457,0.08609900000000001,0.08196980000000001,0.0,0.0343053,0.0991915,0.133856,0.186898
28,0.79687,0.00579647,0.0834407,0.13423400000000002,0.0962144,0.0502436,0.044252,0.07553499999999999,0.0496365,0.0986764,0.20577800000000002
29,0.717097,0.00797064,0.0786997,0.20792799999999997,0.0793252,0.0367887,0.0440135,0.020365,0.0778692,0.0754942,0.10622400000000001
30,1.00238,0.00895798,0.250322,0.0833416,0.128777,0.0390993,0.0,0.0258614,0.0345387,0.155385,0.16320099999999998
31,0.908403,0.0165814,0.346279,0.0818995,0.105137,0.0291887,0.0,0.023264,0.0156882,0.0859656,0.0933428
32,0.443014,0.0060355899999999995,0.0629598,0.09377830000000001,0.037225,0.0376638,0.0,0.0383958,0.0,0.0517266,0.12459899999999999
33,0.638986,0.00278373,0.06723860000000001,0.10786899999999999,0.052743399999999996,0.0232133,0.0,0.0365207,0.0,0.15295799999999998,0.129269
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.57733,0.0748673,1.08491,0.0862748,0.0389969,0.0328888,0.0021598900000000002,0.0710323,0.07853560000000001,0.231682,0.0379088
54,1.3088,0.0587936,0.858896,0.0524811,0.07669000000000001,0.0939464,0.00135215,0.0770374,0.0906389,0.0991728,0.09610840000000001
55,1.41744,0.0753741,0.6484639999999999,0.0893251,0.0684019,0.09440950000000001,0.0164406,0.10826499999999999,0.163675,0.197878,0.140849
56,1.18272,0.0324336,0.0,0.087858,0.0978253,0.137564,0.00918424,0.174864,0.120281,0.258133,0.20657199999999998
57,2.33432,0.0619453,1.09589,0.683435,0.0913245,0.045357999999999996,0.027229399999999997,0.11339999999999999,0.09784509999999999,0.20884,0.0684926
58,1.81577,0.0916337,0.625,0.395314,0.135008,0.0500005,0.0113875,0.0966882,0.08970249999999999,0.266511,0.08624000000000001
59,2.17975,0.117767,0.583942,0.471765,0.166482,0.069625,0.182054,0.117124,0.129437,0.241188,0.08950040000000001
60,2.1124,0.0694763,0.5172410000000001,0.363369,0.170088,0.135774,0.216039,0.123395,0.0795981,0.22117399999999998,0.0992661
61,2.04854,0.0846168,0.652174,0.359156,0.120431,0.11496100000000001,0.226698,0.11721999999999999,0.09482840000000001,0.189583,0.141513
62,1.93248,0.10601100000000001,0.220443,0.349269,0.132357,0.0896698,0.257479,0.156056,0.05577069999999999,0.301199,0.0935611
63,1.90468,0.10148299999999999,0.371013,0.212033,0.149268,0.0697786,0.24866100000000002,0.20786600000000002,0.0533814,0.262474,0.100607
64,2.55983,0.185008,0.0,0.37883300000000003,0.18378699999999998,0.079413,0.857079,0.218661,0.0998971,0.27343,0.192776
65,3.99108,0.446997,0.25650300000000004,0.420168,0.15129399999999998,0.162208,1.17203,0.145104,0.0836207,0.666271,0.18126899999999999
66,3.08581,0.291366,0.3392,0.36540300000000003,0.145149,0.0910215,0.547947,0.149252,0.129019,0.58341,0.386208
67,4.16383,0.39419400000000004,0.5234449999999999,0.782511,0.227799,0.150383,0.652803,0.11857999999999999,0.160158,0.636002,0.27488999999999997
68,5.58049,0.451863,0.662703,0.735301,0.346389,0.24889999999999998,0.635484,0.26742699999999997,0.379096,1.11015,0.3761
69,5.25328,0.264874,0.770746,0.757438,0.3755,0.40778600000000004,0.451048,0.318203,0.41129499999999997,0.722309,0.5568139999999999
70,6.74667,0.809709,0.655723,0.783695,0.427206,0.604282,0.9977830000000001,0.595718,0.385903,0.857585,0.434813
71,7.57188,0.747745,0.679883,1.0262600000000002,0.378208,0.9236420000000001,1.0892899999999999,0.5461,0.375497,0.766794,0.780979
72,6.87287,0.570027,0.49695999999999996,1.00268,0.33851,0.969358,1.0448,0.5347839999999999,0.29230900000000004,0.647907,0.394865
73,6.35098,0.46213699999999996,0.653512,0.992365,0.365613,0.773185,0.815635,0.44348099999999996,0.220452,0.576783,0.58795
74,5.41099,0.49730299999999994,0.486507,0.7311259999999999,0.323983,0.729517,0.650947,0.36985,0.198463,0.5424,0.439487
75,4.55008,0.22295199999999998,0.449574,0.50612,0.342943,0.344618,0.884811,0.275014,0.164828,0.6086020000000001,0.24994299999999997
76,3.85915,0.11913499999999999,0.354331,0.571915,0.233697,0.511371,0.408477,0.336176,0.0859134,0.460724,0.25476200000000004
77,2.99601,0.24733299999999997,0.48583,0.36475,0.172464,0.273789,0.411259,0.202888,0.0785014,0.382336,0.206304
78,1.97814,0.058182500000000005,0.26087,0.219312,0.129603,0.154458,0.186255,0.15576600000000002,0.0721729,0.38162799999999997,0.16769
79,1.16887,0.0639296,0.0,0.159907,0.07885020000000001,0.06440080000000001,0.0895034,0.0795402,0.0363119,0.29769199999999996,0.18365199999999998
80,1.09302,0.0187407,0.289256,0.149856,0.0362817,0.044092,0.06517619999999999,0.0782469,0.0601591,0.231207,0.152092
81,0.633169,0.0191336,0.0,0.11299600000000001,0.0379138,0.0145081,0.022008800000000002,0.048212899999999996,0.0216913,0.187753,0.11099200000000001
82,0.639561,0.048609,0.0,0.10394,0.024897700000000002,0.0163653,0.065499,0.0533117,0.048219,0.163516,0.11918100000000001
83,1.55531,0.0166116,1.19266,0.10573300000000001,0.020623,0.016666300000000002,0.011836000000000001,0.0475755,0.0499346,0.254865,0.026442100000000003
84,0.80802,0.0246545,0.436681,0.158498,0.0256312,0.0045390100000000004,0.0234715,0.0460293,0.0349803,0.10290999999999999,0.057776400000000006
85,1.33997,0.000553707,1.1818199999999999,0.154507,0.0167039,0.00919457,0.0,0.0425459,0.0345621,0.120586,0.0605411
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.831219,0.038263399999999996,0.0,0.10769100000000001,0.106895,0.0438444,0.0369916,0.0803489,0.0546076,0.16368,0.185368
106,1.40445,0.053211600000000005,0.504451,0.111957,0.12245900000000001,0.040977200000000005,0.0656119,0.12163900000000001,0.06976639999999999,0.220878,0.13027
107,1.31721,0.027864100000000003,0.574713,0.150627,0.12108300000000001,0.061275,0.0722163,0.09394050000000001,0.029212,0.137409,0.08036950000000001
108,1.38161,0.036982,0.480349,0.16677599999999998,0.105683,0.10632699999999999,0.0251379,0.134191,0.0443787,0.193361,0.0820448
109,1.41607,0.0737207,0.268065,0.100017,0.150473,0.0650884,0.128454,0.123555,0.057250999999999996,0.261648,0.0782197
110,1.48438,0.05999600000000001,0.436047,0.0978396,0.148836,0.08812600000000001,0.11745699999999999,0.110843,0.0444117,0.20674700000000001,0.168156
111,1.52614,0.0576885,0.189349,0.0824793,0.16541,0.0931444,0.229908,0.08731900000000001,0.0830857,0.245817,0.147093
112,1.85336,0.09077589999999999,0.199601,0.0940559,0.206077,0.108706,0.202137,0.102965,0.10806199999999999,0.36555499999999996,0.193718
113,2.32907,0.11221099999999999,0.132576,0.12015100000000001,0.14605300000000002,0.110592,0.280494,0.164563,0.127945,0.651339,0.205484
114,2.70254,0.13472299999999998,0.269654,0.21693500000000002,0.20648,0.13634200000000002,0.37559200000000004,0.21902300000000002,0.253456,0.511509,0.31963400000000003
115,3.50454,0.177924,0.246286,0.19589,0.22711800000000001,0.261413,0.472124,0.416146,0.295788,0.707679,0.301255
116,5.40799,0.279094,0.243405,0.324343,0.389662,0.366229,0.844946,0.574012,0.49643699999999996,1.07688,0.643199
117,7.04228,0.379478,0.291369,0.41049300000000005,0.5921160000000001,0.534124,0.91099,0.8711360000000001,0.5287740000000001,1.3104900000000002,1.15701
118,6.76846,0.47913300000000003,0.493935,0.856371,0.516737,0.46067,1.0467499999999998,0.6524099999999999,0.41693600000000003,1.01187,0.456665
119,5.52808,0.488309,0.201903,0.676656,0.453327,0.395737,0.774693,0.548635,0.281141,0.890811,0.660066
120,3.80508,0.25226099999999996,0.278099,0.667117,0.38734,0.25836800000000004,0.429523,0.355603,0.176958,0.470453,0.278186
121,3.41177,0.196257,0.12731900000000002,0.8855040000000001,0.331962,0.194811,0.31960700000000003,0.225731,0.104967,0.47266899999999995,0.27153299999999997
122,2.4,0.145369,0.157863,0.560693,0.23559899999999998,0.152802,0.23735699999999998,0.15392999999999998,0.116143,0.279908,0.211017
123,1.8912,0.10155600000000001,0.183077,0.373197,0.17471399999999998,0.146531,0.109837,0.129004,0.10577700000000001,0.258947,0.22056
124,1.35503,0.0924787,0.116384,0.42312900000000003,0.11444499999999999,0.08877840000000001,0.0943391,0.127716,0.0821093,0.110809,0.048358200000000004
125,1.33212,0.0747603,0.0858787,0.37256300000000003,0.09157699999999999,0.0674315,0.026701700000000002,0.0803683,0.0558954,0.26781,0.092015
126,1.49127,0.047383999999999996,0.187497,0.430152,0.104423,0.0860873,0.0706367,0.062340799999999995,0.0663224,0.213891,0.033900599999999996
127,1.26826,0.022669,0.12469300000000001,0.404905,0.0855417,0.07640179999999999,0.07153190000000001,0.0615374,0.0321697,0.16835899999999998,0.09348379999999999
128,1.05854,0.0433628,0.211097,0.251108,0.0605439,0.060904400000000004,0.0409485,0.0806538,0.018857199999999998,0.149648,0.0
129,0.92201,0.0367004,0.0754074,0.307188,0.057898700000000004,0.051781200000000006,0.00137476,0.0999527,0.0228259,0.146236,0.0246874
130,0.892334,0.0205171,0.19702,0.25735399999999997,0.054884100000000005,0.0508464,0.000626223,0.0648561,0.0243793,0.102393,0.0
131,0.929201,0.0247498,0.141154,0.385265,0.049224699999999996,0.0367199,0.0454648,0.0586839,0.0257692,0.0755166,0.0204499
132,0.655592,0.018623400000000002,0.07931049999999999,0.257672,0.0483112,0.0273821,0.030985400000000003,0.054991500000000006,0.0149439,0.054624799999999994,0.0156495
133,0.607002,0.0194054,0.0463067,0.232176,0.057842099999999994,0.0344341,0.037683299999999996,0.0639892,0.006843739999999999,0.0359118,0.021096999999999998
134,0.600003,0.0123896,0.0927979,0.171367,0.0524378,0.039873,0.0270324,0.12809500000000001,0.0102158,0.031093100000000002,0.0
135,0.547247,0.0116315,0.0482175,0.230481,0.0701991,0.0250336,0.024480599999999998,0.0680936,0.0,0.009069,0.0
136,0.476417,0.00854574,0.09105959999999999,0.153104,0.034515000000000004,0.025255800000000002,0.024997,0.0842976,0.00818814,0.026523400000000003,0.023148099999999998
137,0.445917,0.00534167,0.0,0.112846,0.0393233,0.0214664,0.026520500000000002,0.07165010000000001,0.0,0.0946002,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,1.04113,0.0491572,0.27196699999999996,0.0411277,0.0887158,0.0723263,0.113476,0.163248,0.0055756,0.133872,0.0404626
158,1.2871,0.0513837,0.23584900000000003,0.0928161,0.07604469999999999,0.0702311,0.0197233,0.17149,0.036209000000000005,0.298198,0.274609
159,1.28299,0.045578099999999996,0.315315,0.16029100000000002,0.11265499999999999,0.08102519999999999,0.0899431,0.11390199999999999,0.043676900000000005,0.176319,0.150714
160,1.34081,0.0334783,0.31825800000000004,0.2172,0.125703,0.069439,0.06887889999999999,0.142194,0.031479400000000005,0.12349600000000001,0.42733800000000005
161,1.0555,0.0367544,0.139738,0.15331,0.11201000000000001,0.07058339999999999,0.0465766,0.060562899999999996,0.0420191,0.160785,0.304392
162,1.14136,0.0558944,0.161061,0.129725,0.13664400000000002,0.08337560000000001,0.0957323,0.137846,0.055320100000000004,0.11168700000000001,0.247539
163,1.44111,0.058688,0.14471099999999998,0.191616,0.16651,0.07150100000000001,0.138123,0.142524,0.0818343,0.215375,0.194189
164,1.95735,0.0779003,0.21763400000000002,0.617483,0.21502500000000002,0.0851478,0.10093700000000001,0.21032099999999998,0.106073,0.191998,0.17912
165,1.61928,0.073446,0.17996099999999998,0.180312,0.160852,0.0851455,0.133744,0.0748801,0.0917926,0.285756,0.332965
166,1.7844,0.17081,0.234939,0.258903,0.146726,0.0861037,0.197902,0.142965,0.0922569,0.280011,0.174764
167,2.34423,0.08475390000000001,0.158033,0.197016,0.194938,0.111598,0.379495,0.17885500000000001,0.0937087,0.460006,0.356193
168,2.69528,0.0838599,0.0967209,0.269523,0.224642,0.127204,0.494209,0.128387,0.165105,0.5295110000000001,0.40730199999999994
169,3.8618,0.266067,0.17957399999999998,0.42841500000000005,0.25332,0.17833000000000002,0.8258639999999999,0.209199,0.25365000000000004,0.650903,0.562125
170,3.505,0.30838,0.21840500000000002,0.29134099999999996,0.253018,0.1665,0.770607,0.14186700000000002,0.2398,0.517391,0.6220519999999999
171,3.43804,0.24478399999999997,0.171468,0.284719,0.25417100000000004,0.189456,0.800807,0.23917000000000002,0.26101800000000003,0.48630000000000007,0.533
172,4.3928,0.30082,0.309373,0.404856,0.334082,0.236097,0.825342,0.372301,0.334326,0.654242,0.673698
173,4.21339,0.366662,0.349676,0.42900799999999994,0.408727,0.301983,0.606804,0.395197,0.357654,0.445718,0.7050099999999999
174,4.35364,0.472841,0.41771,0.601118,0.392495,0.33609300000000003,0.44889999999999997,0.356571,0.34875500000000004,0.5196270000000001,0.472898
175,3.69969,0.356103,0.293806,0.516815,0.373746,0.287964,0.251708,0.306988,0.26320299999999996,0.510996,0.49611099999999997
176,2.81921,0.277012,0.20558,0.476964,0.264377,0.22706400000000002,0.19762,0.197718,0.225164,0.370606,0.40281500000000003
177,2.55294,0.219192,0.30250900000000003,0.45880299999999996,0.218268,0.21023999999999998,0.106385,0.21484999999999999,0.18348599999999998,0.32431899999999997,0.317204
178,1.90167,0.144457,0.0927075,0.243148,0.153177,0.184593,0.121116,0.163535,0.22203599999999998,0.30496599999999996,0.371374
179,1.68033,0.12058500000000001,0.10017499999999999,0.24617300000000003,0.182131,0.15066200000000002,0.0535722,0.147005,0.118333,0.22596500000000003,0.458057
180,1.6254,0.0644406,0.069924,0.199097,0.19513,0.10176700000000001,0.0334874,0.08555660000000001,0.204894,0.31645500000000004,0.467213
181,1.45957,0.0958727,0.066216,0.18158000000000002,0.255073,0.09013370000000001,0.014052600000000002,0.0994786,0.060082,0.222158,0.251446
182,1.32376,0.0729239,0.058682599999999994,0.21526299999999998,0.239018,0.0652711,0.0324846,0.08983,0.0289248,0.189668,0.147808
183,0.920073,0.06593869999999999,0.045926299999999996,0.16001700000000002,0.06337570000000001,0.0660277,0.0420275,0.096996,0.0397519,0.153509,0.288208
184,0.779257,0.0840202,0.033765,0.144188,0.0560973,0.041805999999999996,0.0464288,0.0697677,0.0211251,0.147148,0.165938
185,0.991303,0.0828789,0.0467838,0.150082,0.0500787,0.046256599999999995,0.0737389,0.0601854,0.036852800000000005,0.238164,0.233848
186,0.82693,0.0288972,0.05225490000000001,0.137933,0.046206399999999995,0.0223285,0.0335316,0.08347689999999999,0.019941999999999998,0.17616400000000002,0.437427
187,0.588952,0.0635602,0.0355013,0.137932,0.0407937,0.0230484,0.0,0.0742993,0.0311674,0.080248,0.286199
188,0.605586,0.0429847,0.0640335,0.138682,0.050680199999999995,0.0181107,0.0384476,0.0668031,0.0194821,0.054041700000000005,0.297214
189,0.49434,0.0632022,0.0560799,0.0931242,0.047699200000000004,0.012698999999999998,0.0489432,0.105693,0.0,0.0588438,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1.41046,0.0488423,0.0744221,0.162644,0.0646735,0.0932785,0.0756693,0.155596,0.02691,0.42498500000000006,0.0651836
210,1.77019,0.05792270000000001,0.09418879999999999,0.321104,0.0824939,0.20519400000000002,0.170644,0.124632,0.0564872,0.31464400000000003,0.10728599999999999
211,1.61904,0.0757278,0.0910421,0.267444,0.0801895,0.115362,0.167185,0.126255,0.06755,0.357209,0.10374399999999999
212,1.77065,0.0770255,0.104934,0.208482,0.08186550000000001,0.20413800000000001,0.207219,0.12573,0.055957599999999996,0.356565,0.059961200000000006
213,1.93891,0.0761883,0.117835,0.21478100000000003,0.154364,0.156302,0.199112,0.161203,0.0379298,0.402178,0.171825
214,1.63439,0.067791,0.11925300000000001,0.167809,0.10688899999999998,0.180209,0.20663700000000002,0.145184,0.0488648,0.276983,0.120362
215,1.90363,0.0568568,0.0999178,0.13370500000000002,0.092455,0.125909,0.11220699999999999,0.139457,0.0476778,0.664832,0.0662486
216,1.80556,0.09201329999999999,0.0936613,0.17571799999999999,0.087434,0.145343,0.0695331,0.181453,0.066663,0.5442750000000001,0.157127
217,1.75506,0.0592136,0.106864,0.12231700000000001,0.08869289999999999,0.163052,0.158504,0.138213,0.08120000000000001,0.463122,0.16187800000000002
218,1.53023,0.0711386,0.114551,0.151509,0.0725881,0.13694,0.0961864,0.11026100000000001,0.109065,0.383318,0.184602
219,1.46161,0.0806871,0.114879,0.17312,0.06428629999999999,0.132564,0.07477249999999999,0.112021,0.10805800000000002,0.362001,0.14801599999999998
220,1.96048,0.0796429,0.11182,0.242044,0.0788769,0.167174,0.307191,0.137918,0.159196,0.390783,0.139045
221,2.20435,0.117227,0.1739,0.2353,0.126526,0.227725,0.11834499999999999,0.126169,0.18491,0.507169,0.180724
222,2.1348,0.109469,0.183995,0.28434400000000004,0.11145000000000001,0.230058,0.0805594,0.134629,0.159438,0.449194,0.279078
223,1.89441,0.111743,0.195641,0.183332,0.144692,0.151593,0.102899,0.17907299999999998,0.187297,0.39767600000000003,0.131922
224,2.83109,0.12929200000000002,0.28740899999999997,0.415202,0.190055,0.159561,0.42777000000000004,0.23416800000000002,0.242528,0.42631600000000003,0.24556300000000003
